Уникальный ID заказа на возврат (srid),Дата заказа на возврат,Артикул WB,Бренд,Предмет,Размер,Баркод,Штрихкод,Тип возврата,Причина возврата,Статус возврата,"Тип статуса (0-архив, 1-актив)",Дата и время готовности,Дата и время выдачи,Дата и время истечения срока,ID ПВЗ выдачи,Адрес ПВЗ выдачи,Номер сборочного задания,Стикер заказа на возврат
40b7cb01-84fe-4d0d-9038-77e2b12f6bca.8.0,2026-06-12,120365941,ADRIANA LENTO,Тюль,0,2044505705624,45707348054,Возврат по инициативе продавца,,Выдано,0,2026-06-14 9:10:39,2026-06-16T15:00:08.934,,211256,"Тверь, Улица Вагжанова 21",0,44342265491
40b7cb01-84fe-4d0d-9038-77e2b12f6bca.9.0,2026-06-12,166776341,ADRIANA STELLA,Шторы интерьерные,0,2038090337445,49926772377,Возврат по инициативе продавца,,Выдано,0,2026-06-14 8:59:45,2026-06-16T15:00:08.934,,211256,"Тверь, Улица Вагжанова 21",0,31336139769
f466dd0e30444f489f8f1034f3909098,2026-06-13,186904559,ADRIANA ALBA,Шторы интерьерные,0,2038895242753,41361296138,Возврат брака,,Выдано,0,2026-06-15 8:57:02,2026-06-16T15:00:08.934,,211256,"Тверь, Улица Вагжанова 21",0,33592842627
fa06412c-b70b-4fac-8840-28cca8b58a5f.0.0,2026-06-18,911149651,Adriana's Home,Наволочки декоративные,0,2049914349247,54205441195,Возврат по инициативе продавца,,Выдано,0,2026-06-19 9:40:11,2026-06-19T11:34:57.572,,211256,"Тверь, Улица Вагжанова 21",0,51530367824
fa06412c-b70b-4fac-8840-28cca8b58a5f.12.0,2026-06-18,249576777,ADRIANA BELLA,Шторы интерьерные,0,2040835859273,35733837197,Возврат по инициативе продавца,,Выдано,0,2026-06-19 9:25:37,2026-06-19T11:34:57.572,,211256,"Тверь, Улица Вагжанова 21",0,30252306277
fa06412c-b70b-4fac-8840-28cca8b58a5f.17.0,2026-06-18,250656514,ADRIANA DONNA,Шторы интерьерные,0,2040881707955,35846044369,Возврат по инициативе продавца,,Выдано,0,2026-06-19 9:25:20,2026-06-19T11:34:57.572,,211256,"Тверь, Улица Вагжанова 21",0,42870989842
fa06412c-b70b-4fac-8840-28cca8b58a5f.2.0,2026-06-18,264377836,Adriana's Home,Наволочки декоративные,0,2041305677397,44332960065,Возврат по инициативе продавца,,Выдано,0,2026-06-19 9:56:25,2026-06-19T11:34:57.572,,211256,"Тверь, Улица Вагжанова 21",0,36552271403
fa06412c-b70b-4fac-8840-28cca8b58a5f.5.0,2026-06-18,248993901,ADRIANA BELLA,Шторы интерьерные,0,2040822270869,36296428968,Возврат по инициативе продавца,,Выдано,0,2026-06-19 9:06:18,2026-06-19T11:34:57.572,,211256,"Тверь, Улица Вагжанова 21",0,35514679923
fa06412c-b70b-4fac-8840-28cca8b58a5f.1.0,2026-06-18,911149657,Adriana's Home,Наволочки декоративные,0,2049914349322,53787215464,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:46:50,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,47320139250
fa06412c-b70b-4fac-8840-28cca8b58a5f.10.0,2026-06-18,249576749,ADRIANA BELLA,Шторы интерьерные,0,2040835859211,29965509218,Возврат по инициативе продавца,,Выдано,0,2026-06-19 13:19:23,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,49029856741
fa06412c-b70b-4fac-8840-28cca8b58a5f.11.0,2026-06-18,248991409,ADRIANA BELLA,Шторы интерьерные,0,2040822240602,41988845816,Возврат по инициативе продавца,,Выдано,0,2026-06-19 13:32:45,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,36595387898
fa06412c-b70b-4fac-8840-28cca8b58a5f.13.0,2026-06-18,249576767,ADRIANA BELLA,Шторы интерьерные,0,2040835858986,36082523271,Возврат по инициативе продавца,,Выдано,0,2026-06-20 14:26:14,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,30801426497
fa06412c-b70b-4fac-8840-28cca8b58a5f.14.0,2026-06-18,249576753,ADRIANA BELLA,Шторы интерьерные,0,2040835859075,32595648049,Возврат по инициативе продавца,,Выдано,0,2026-06-19 13:32:19,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,42670267874
fa06412c-b70b-4fac-8840-28cca8b58a5f.15.0,2026-06-18,248993912,ADRIANA BELLA,Шторы интерьерные,0,2040822270883,41042396771,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:39:06,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,36715265057
fa06412c-b70b-4fac-8840-28cca8b58a5f.16.0,2026-06-18,250656524,ADRIANA DONNA,Шторы интерьерные,0,2040881708099,35871601484,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:40:01,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,30248980427
fa06412c-b70b-4fac-8840-28cca8b58a5f.18.0,2026-06-18,250656529,ADRIANA DONNA,Шторы интерьерные,0,2040881707818,35664565999,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:44:02,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,46879675772
fa06412c-b70b-4fac-8840-28cca8b58a5f.19.0,2026-06-18,250656528,ADRIANA DONNA,Шторы интерьерные,0,2040881708006,36033697428,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:44:09,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,43647190835
fa06412c-b70b-4fac-8840-28cca8b58a5f.20.0,2026-06-18,250674059,ADRIANA DONNA,Шторы интерьерные,0,2040882123563,42845005079,Возврат по инициативе продавца,,Выдано,0,2026-06-19 13:21:15,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,38246766259
fa06412c-b70b-4fac-8840-28cca8b58a5f.21.0,2026-06-18,249874713,ADRIANA DONNA,Шторы интерьерные,0,2040849051458,38418531393,Возврат по инициативе продавца,,Выдано,0,2026-06-19 13:19:42,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,43046788873
fa06412c-b70b-4fac-8840-28cca8b58a5f.3.0,2026-06-18,810348885,ADRIANA FESTA,Шторы интерьерные,0,2048838836567,50204075248,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:51:26,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,33226937978
fa06412c-b70b-4fac-8840-28cca8b58a5f.4.0,2026-06-18,248993884,ADRIANA BELLA,Шторы интерьерные,0,2040822270913,33830986340,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:52:22,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,43050381637
fa06412c-b70b-4fac-8840-28cca8b58a5f.6.0,2026-06-18,248993893,ADRIANA BELLA,Шторы интерьерные,0,2040822270791,33376265699,Возврат по инициативе продавца,,Выдано,0,2026-06-19 13:22:05,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,30441868020
fa06412c-b70b-4fac-8840-28cca8b58a5f.7.0,2026-06-18,248991427,ADRIANA BELLA,Шторы интерьерные,0,2040822240480,40291847147,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:51:13,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,48833509149
fa06412c-b70b-4fac-8840-28cca8b58a5f.8.0,2026-06-18,248993914,ADRIANA BELLA,Шторы интерьерные,0,2040822270609,28835053073,Возврат по инициативе продавца,,Выдано,0,2026-06-20 9:52:47,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,27527382167
fa06412c-b70b-4fac-8840-28cca8b58a5f.9.0,2026-06-18,248993896,ADRIANA BELLA,Шторы интерьерные,0,2040822270821,32957427404,Возврат по инициативе продавца,,Выдано,0,2026-06-20 16:43:51,2026-06-21 17:48:53,,211256,"Тверь, Улица Вагжанова 21",0,29941098207
