Отчёт по возвратам и невыкупам
"В него попали возвраты и невыкупы:— которые были готовы к выдаче 23.06.2026 — на втором листе, — все за период с 23.03.2026 по 23.06.2026 — на третьем листе."


ID бизнес-аккаунта: 1358422
Модели работы: FBS
ID магазинов: 1369426
Названия магазинов: Le Store FBS
ИНН: 695010143762
Номера договоров на размещение: 2331740/21
Номера договоров на продвижение: ОФ-1846411


Информация о бизнесе,,,,,,,Готовы к выдаче 23.06.2026,,За период 23.03.2026–23.06.2026,,
ID бизнес-аккаунта,Модели работы,ID магазинов,Названия магазинов,ИНН,Номера договоров на размещение,Номера договоров на продвижение,"Готовы к выдаче, шт.","Уже хранятся платно, шт.","В очереди на утилизацию, шт.","Утеряно, шт.","Возвраты и невыкупы в других статусах, шт."
1358422,FBS,1369426,Le Store,695010143762,2331740/21,ОФ-1846411,0,0,0,0,0
Итого:,,,,,,,0,0,0,0,0

"Чтобы отчёт отображался корректно, разрешите Excel редактировать файл — отключите режим «Защищенного просмотра». Если используете LibreOffice — настройте в файле доступ на запись.",,,,,,,,,,,,,,,,,,,
