





FBS,"Шторы Adriana Canto, блэкаут с тиснением, голубой, комплект из 2 штор, высота 255 см, ширина 200 см",31936303-1131-1,CANT-255200-BLUE,2742771400,02/25/26 02:47,03/12/26 08:17,Списали товар,06/20/26 04:01,Отправлено на компенсацию,06/20/26 04:01,Нет,Покупатель передумал,"очень красивые шторы.
не подошёл цвет к кровати.
очень жаль.
на фото в карточке товара они более бирюзовые, по факту голубые (((",Физическое лицо,1,Да,ТВЕРЬ_358,"Россия, Тверская Область, Тверь, улица Двор Пролетарки, 14",,FRESH_NGR_МСК_КАШИРСКИЙ_ДВОР,,0,,ii11830679019,,,11166,45,5024.7,6141.3
